Sample Number (10000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),xg (g),yg (g),zg (g)
1795,1620295681075,-0.07,-0.552,-0.556
1796,1620295681138,0.0,-0.548,-0.573
1797,1620295681197,-0.14,-0.555,-0.541
1798,1620295681255,-0.01,-0.547,-0.572
1799,1620295681313,0.02,-0.592,-0.574
1800,1620295681371,-0.07,-0.569,-0.54
1801,1620295681430,-0.01,-0.536,-0.575
1802,1620295681488,-0.1,-0.55,-0.548
1803,1620295681547,-0.07,-0.53,-0.552
1804,1620295681604,0.02,-0.53,-0.56
1805,1620295681662,-0.07,-0.537,-0.526
1806,1620295681721,-0.02,-0.507,-0.541
1807,1620295681779,-0.02,-0.538,-0.53
1808,1620295681837,-0.13,-0.506,-0.516
1809,1620295681885,0.02,-0.568,-0.584
1810,1620295681953,-0.07,-0.576,-0.556
1811,1620295682005,-0.02,-0.555,-0.567
1812,1620295682070,-0.02,-0.571,-0.553
1813,1620295682119,-0.13,-0.543,-0.536
1814,1620295682185,0.05,-0.555,-0.586
1815,1620295682238,-0.02,-0.578,-0.572
1816,1620295682301,-0.02,-0.558,-0.569
1817,1620295682354,-0.03,-0.572,-0.564
1818,1620295682418,-0.13,-0.553,-0.535
1819,1620295682470,0.01,-0.535,-0.569
1820,1620295682521,0.0,-0.582,-0.574
1821,1620295682587,-0.05,-0.562,-0.555
1822,1620295682637,0.0,-0.555,-0.577
1823,1620295682705,-0.13,-0.546,-0.546
1824,1620295682753,-0.04,-0.54,-0.56
1825,1620295682821,0.05,-0.587,-0.575
1826,1620295682872,-0.05,-0.563,-0.551
1827,1620295682937,-0.01,-0.558,-0.571
1828,1620295682987,-0.09,-0.556,-0.551
1829,1620295683055,-0.12,-0.53,-0.548
1830,1620295683113,0.03,-0.57,-0.579
1831,1620295683172,-0.03,-0.572,-0.561
1832,1620295683229,0.0,-0.557,-0.575
1833,1620295683287,0.0,-0.569,-0.545
1834,1620295683345,-0.09,-0.552,-0.55
1835,1620295683401,0.08,-0.571,-0.591
1836,1620295683454,-0.09,-0.578,-0.565
1837,1620295683518,-0.07,-0.546,-0.545
1838,1620295683577,-0.05,-0.565,-0.552
1839,1620295683635,-0.06,-0.558,-0.539
1840,1620295683692,0.05,-0.551,-0.58
1841,1620295683738,0.01,-0.591,-0.577
1842,1620295683804,-0.12,-0.538,-0.547
1843,1620295683856,-0.04,-0.559,-0.563
1844,1620295683920,-0.09,-0.555,-0.544
1845,1620295683971,0.03,-0.539,-0.576
1846,1620295684038,0.01,-0.592,-0.576
1847,1620295684092,-0.12,-0.556,-0.542
1848,1620295684153,-0.01,-0.544,-0.57
1849,1620295684204,-0.06,-0.551,-0.556
1850,1620295684269,-0.03,-0.55,-0.572
1851,1620295684323,0.02,-0.59,-0.58
1852,1620295684387,-0.1,-0.553,-0.546
1853,1620295684438,0.0,-0.544,-0.56
1854,1620295684503,-0.03,-0.562,-0.552
1855,1620295684553,-0.07,-0.564,-0.554
1856,1620295684620,0.08,-0.576,-0.594
1857,1620295684677,-0.13,-0.564,-0.551
1858,1620295684736,-0.07,-0.53,-0.548
1859,1620295684785,-0.02,-0.575,-0.551
1860,1620295684853,-0.06,-0.56,-0.545
1861,1620295684908,0.07,-0.567,-0.59
1862,1620295684968,-0.06,-0.58,-0.572
1863,1620295685021,-0.09,-0.539,-0.551
1864,1620295685085,-0.04,-0.565,-0.556
1865,1620295685138,-0.06,-0.546,-0.543
1866,1620295685201,0.02,-0.554,-0.582
1867,1620295685253,0.02,-0.59,-0.576
1868,1620295685317,-0.13,-0.545,-0.542
1869,1620295685370,-0.01,-0.555,-0.576
1870,1620295685433,-0.12,-0.548,-0.55
1871,1620295685486,0.0,-0.546,-0.567
1872,1620295685537,0.02,-0.589,-0.572
1873,1620295685603,-0.12,-0.562,-0.535
1874,1620295685653,0.0,-0.541,-0.567
1875,1620295685719,-0.01,-0.57,-0.567
1876,1620295685771,-0.02,-0.557,-0.57
1877,1620295685836,0.02,-0.582,-0.588
1878,1620295685888,-0.13,-0.555,-0.54
1879,1620295685954,-0.02,-0.536,-0.557
1880,1620295686004,-0.01,-0.574,-0.556
1881,1620295686070,-0.06,-0.56,-0.56
1882,1620295686121,0.06,-0.572,-0.593
1883,1620295686186,-0.09,-0.564,-0.551
1884,1620295686236,-0.09,-0.537,-0.548
1885,1620295686303,-0.02,-0.572,-0.553
1886,1620295686354,-0.05,-0.555,-0.546
1887,1620295686418,0.07,-0.568,-0.59
1888,1620295686470,-0.02,-0.578,-0.568
1889,1620295686535,-0.12,-0.545,-0.546
1890,1620295686588,-0.03,-0.562,-0.558
1891,1620295686652,-0.1,-0.553,-0.542
1892,1620295686703,0.02,-0.551,-0.58
1893,1620295686766,0.02,-0.586,-0.577
1894,1620295686819,-0.13,-0.547,-0.538
1895,1620295686869,0.01,-0.548,-0.572
1896,1620295686936,-0.1,-0.57,-0.56
1897,1620295686987,-0.01,-0.557,-0.57
1898,1620295687053,0.01,-0.581,-0.577
1899,1620295687101,-0.09,-0.557,-0.541
1900,1620295687169,-0.02,-0.536,-0.57
1901,1620295687220,-0.04,-0.563,-0.556
1902,1620295687286,-0.04,-0.546,-0.558
1903,1620295687334,0.03,-0.576,-0.592
1904,1620295687402,-0.1,-0.567,-0.543
1905,1620295687458,-0.03,-0.535,-0.559
1906,1620295687520,0.01,-0.573,-0.552
1907,1620295687569,-0.1,-0.552,-0.552
1908,1620295687635,0.07,-0.573,-0.595
1909,1620295687687,-0.09,-0.55,-0.553
1910,1620295687750,-0.1,-0.535,-0.548
1911,1620295687803,-0.02,-0.566,-0.558
1912,1620295687869,-0.07,-0.551,-0.546
1913,1620295687927,0.1,-0.568,-0.581
1914,1620295687985,-0.01,-0.583,-0.57
1915,1620295688036,-0.12,-0.547,-0.55
1916,1620295688101,-0.02,-0.56,-0.564
1917,1620295688154,-0.12,-0.551,-0.546
1918,1620295688217,0.05,-0.551,-0.575
1919,1620295688269,0.01,-0.595,-0.579
1920,1620295688333,-0.1,-0.553,-0.539
1921,1620295688387,0.0,-0.541,-0.576
1922,1620295688437,-0.05,-0.565,-0.561
1923,1620295688504,-0.02,-0.551,-0.571
1924,1620295688552,0.0,-0.589,-0.578
1925,1620295688620,-0.1,-0.558,-0.538
1926,1620295688669,-0.02,-0.54,-0.565
1927,1620295688737,-0.02,-0.572,-0.558
1928,1620295688787,-0.09,-0.543,-0.562
1929,1620295688852,0.07,-0.575,-0.593
1930,1620295688901,-0.09,-0.567,-0.554
1931,1620295688970,-0.04,-0.536,-0.564
1932,1620295689020,0.0,-0.566,-0.557
1933,1620295689085,-0.07,-0.556,-0.55
1934,1620295689137,0.08,-0.579,-0.59
1935,1620295689202,-0.1,-0.57,-0.564
1936,1620295689253,-0.1,-0.54,-0.543
1937,1620295689319,-0.05,-0.56,-0.553
1938,1620295689370,-0.07,-0.562,-0.542
1939,1620295689434,0.08,-0.556,-0.588
1940,1620295689486,0.0,-0.591,-0.567
1941,1620295689550,-0.1,-0.542,-0.537
1942,1620295689603,-0.02,-0.549,-0.567
1943,1620295689667,-0.07,-0.563,-0.554
1944,1620295689720,0.01,-0.547,-0.58
1945,1620295689770,0.0,-0.592,-0.57
1946,1620295689834,-0.1,-0.55,-0.532
1947,1620295689889,0.0,-0.543,-0.567
1948,1620295689953,0.01,-0.573,-0.571
1949,1620295690003,-0.03,-0.555,-0.566
1950,1620295690068,-0.01,-0.566,-0.576
1951,1620295690118,-0.13,-0.55,-0.538
1952,1620295690186,-0.01,-0.537,-0.567
1953,1620295690236,0.0,-0.561,-0.562
1954,1620295690303,-0.06,-0.573,-0.555
1955,1620295690353,0.05,-0.574,-0.581
1956,1620295690421,-0.13,-0.556,-0.545
1957,1620295690469,-0.06,-0.53,-0.555
1958,1620295690535,0.02,-0.571,-0.57
1959,1620295690587,-0.01,-0.58,-0.556
1960,1620295690651,0.01,-0.551,-0.583
1961,1620295690702,-0.04,-0.567,-0.55
1962,1620295690767,-0.12,-0.537,-0.542
1963,1620295690819,0.0,-0.566,-0.578
1964,1620295690883,-0.05,-0.579,-0.562
1965,1620295690935,-0.03,-0.545,-0.569
1966,1620295691000,-0.01,-0.581,-0.558
1967,1620295691053,-0.13,-0.542,-0.532
1968,1620295691115,0.02,-0.557,-0.576
1969,1620295691173,-0.03,-0.578,-0.567
1970,1620295691231,-0.03,-0.556,-0.568
1971,1620295691289,-0.01,-0.572,-0.558
1972,1620295691348,-0.12,-0.552,-0.533
1973,1620295691405,0.0,-0.534,-0.536
1974,1620295691462,0.0,-0.537,-0.545
1975,1620295691518,-0.05,-0.526,-0.525
1976,1620295691579,-0.01,-0.536,-0.548
1977,1620295691636,-0.14,-0.553,-0.543
1978,1620295691696,-0.02,-0.54,-0.56
1979,1620295691752,0.02,-0.575,-0.561
1980,1620295691812,-0.05,-0.575,-0.556
1981,1620295691869,0.06,-0.566,-0.596
1982,1620295691927,-0.09,-0.553,-0.548
1983,1620295691985,-0.1,-0.522,-0.541
1984,1620295692034,0.0,-0.572,-0.572
1985,1620295692101,-0.02,-0.576,-0.559
1986,1620295692153,0.01,-0.558,-0.574
1987,1620295692216,0.0,-0.573,-0.548
1988,1620295692268,-0.1,-0.541,-0.545
1989,1620295692331,0.08,-0.573,-0.588
1990,1620295692385,-0.07,-0.572,-0.565
1991,1620295692447,-0.06,-0.54,-0.551
1992,1620295692501,-0.03,-0.56,-0.551
1993,1620295692565,-0.12,-0.528,-0.533
1994,1620295692618,0.05,-0.543,-0.577
1995,1620295692680,-0.01,-0.572,-0.576
1996,1620295692739,-0.07,-0.55,-0.565
1997,1620295692794,-0.03,-0.536,-0.532
1998,1620295692854,-0.12,-0.525,-0.504
1999,1620295692901,0.02,-0.506,-0.55
2000,1620295692970,0.02,-0.547,-0.56
2001,1620295693028,-0.1,-0.52,-0.525
2002,1620295693085,0.0,-0.548,-0.575
2003,1620295693137,-0.1,-0.558,-0.551
2004,1620295693201,-0.05,-0.538,-0.565
2005,1620295693253,0.05,-0.589,-0.58
2006,1620295693318,-0.06,-0.569,-0.55
2007,1620295693368,-0.02,-0.546,-0.571
2008,1620295693435,-0.05,-0.562,-0.553
2009,1620295693488,-0.13,-0.54,-0.551
2010,1620295693550,0.05,-0.578,-0.58
2011,1620295693602,-0.05,-0.571,-0.558
2012,1620295693667,-0.03,-0.547,-0.566
2013,1620295693719,-0.01,-0.571,-0.551
2014,1620295693783,-0.13,-0.538,-0.54
2015,1620295693835,0.05,-0.565,-0.578
2016,1620295693899,-0.07,-0.578,-0.573
2017,1620295693953,-0.02,-0.553,-0.564
2018,1620295694016,-0.03,-0.571,-0.557
2019,1620295694068,-0.1,-0.551,-0.532
2020,1620295694131,0.01,-0.541,-0.572
2021,1620295694184,0.0,-0.583,-0.576
2022,1620295694236,-0.05,-0.555,-0.557
2023,1620295694301,-0.03,-0.568,-0.566
2024,1620295694352,-0.1,-0.543,-0.539
2025,1620295694418,-0.01,-0.536,-0.565
2026,1620295694479,0.02,-0.582,-0.572
2027,1620295694535,-0.07,-0.578,-0.549
2028,1620295694587,0.02,-0.565,-0.583
2029,1620295694651,-0.1,-0.547,-0.542
2030,1620295694705,-0.07,-0.537,-0.556
2031,1620295694769,0.05,-0.581,-0.575
2032,1620295694819,-0.04,-0.577,-0.561
2033,1620295694884,0.01,-0.555,-0.573
2034,1620295694935,-0.04,-0.565,-0.549
2035,1620295695000,-0.1,-0.543,-0.546
2036,1620295695052,0.02,-0.568,-0.582
2037,1620295695117,-0.07,-0.571,-0.562
2038,1620295695170,-0.04,-0.536,-0.563
2039,1620295695232,-0.02,-0.573,-0.556
2040,1620295695292,-0.09,-0.546,-0.539
2041,1620295695349,0.05,-0.556,-0.583
2042,1620295695407,-0.03,-0.581,-0.575
2043,1620295695465,-0.04,-0.551,-0.561
2044,1620295695524,-0.04,-0.583,-0.556
2045,1620295695583,-0.1,-0.552,-0.533
2046,1620295695636,0.0,-0.542,-0.571
2047,1620295695697,0.01,-0.58,-0.572
2048,1620295695755,-0.07,-0.555,-0.555
2049,1620295695813,-0.02,-0.568,-0.571
2050,1620295695870,-0.13,-0.547,-0.54
2051,1620295695930,-0.01,-0.537,-0.566
2052,1620295695985,0.03,-0.575,-0.573
2053,1620295696043,-0.07,-0.581,-0.552
2054,1620295696103,0.06,-0.559,-0.58
2055,1620295696161,-0.13,-0.556,-0.542
2056,1620295696219,-0.07,-0.541,-0.554
2057,1620295696277,0.0,-0.573,-0.572
2058,1620295696335,-0.03,-0.58,-0.557
2059,1620295696389,0.01,-0.556,-0.575
2060,1620295696450,-0.03,-0.568,-0.552
2061,1620295696508,-0.12,-0.538,-0.547
2062,1620295696567,0.02,-0.571,-0.58
2063,1620295696618,-0.05,-0.579,-0.562
2064,1620295696683,-0.04,-0.541,-0.564
2065,1620295696740,-0.02,-0.57,-0.555
2066,1620295696800,-0.13,-0.536,-0.536
2067,1620295696852,0.02,-0.559,-0.58
2068,1620295696915,-0.02,-0.581,-0.575
2069,1620295696974,-0.03,-0.556,-0.575
2070,1620295697032,-0.01,-0.575,-0.561
2071,1620295697082,-0.1,-0.552,-0.53
2072,1620295697148,0.01,-0.54,-0.572
2073,1620295697201,-0.01,-0.577,-0.568
2074,1620295697265,-0.04,-0.563,-0.566
2075,1620295697315,0.02,-0.576,-0.578
2076,1620295697380,-0.14,-0.555,-0.535
2077,1620295697438,-0.02,-0.536,-0.561
2078,1620295697496,0.01,-0.573,-0.562
2079,1620295697554,-0.06,-0.579,-0.553
2080,1620295697604,0.06,-0.567,-0.591
2081,1620295697666,-0.12,-0.561,-0.543
2082,1620295697717,-0.07,-0.51,-0.551
2083,1620295697783,-0.01,-0.568,-0.571
2084,1620295697845,-0.01,-0.571,-0.562
2085,1620295697902,0.06,-0.568,-0.582
2086,1620295697959,-0.02,-0.574,-0.556
2087,1620295698019,-0.14,-0.533,-0.539
2088,1620295698067,-0.01,-0.567,-0.567
2089,1620295698134,-0.03,-0.572,-0.56
2090,1620295698188,0.02,-0.565,-0.581
2091,1620295698249,0.0,-0.583,-0.559
2092,1620295698301,-0.13,-0.55,-0.534
2093,1620295698366,0.05,-0.552,-0.576
2094,1620295698418,-0.03,-0.573,-0.574
2095,1620295698482,-0.03,-0.56,-0.568
2096,1620295698534,-0.03,-0.566,-0.566
2097,1620295698599,-0.12,-0.552,-0.537
2098,1620295698652,0.0,-0.535,-0.569
2099,1620295698713,0.0,-0.585,-0.57
2100,1620295698766,-0.06,-0.567,-0.55
2101,1620295698818,0.02,-0.558,-0.577
2102,1620295698888,-0.12,-0.547,-0.54
2103,1620295698941,-0.06,-0.528,-0.561
2104,1620295699000,0.02,-0.582,-0.571
2105,1620295699050,-0.03,-0.569,-0.557
2106,1620295699116,-0.01,-0.56,-0.574
2107,1620295699166,-0.09,-0.562,-0.551
2108,1620295699232,-0.13,-0.527,-0.542
2109,1620295699285,0.01,-0.568,-0.573
2110,1620295699351,-0.04,-0.571,-0.561
2111,1620295699400,0.01,-0.562,-0.58
2112,1620295699466,0.0,-0.571,-0.549
2113,1620295699525,-0.13,-0.545,-0.542
2114,1620295699582,0.08,-0.571,-0.59
2115,1620295699632,-0.06,-0.582,-0.567
2116,1620295699699,-0.06,-0.547,-0.552
2117,1620295699751,-0.05,-0.559,-0.552
2118,1620295699815,-0.07,-0.554,-0.538
2119,1620295699873,0.02,-0.545,-0.578
2120,1620295699930,0.01,-0.593,-0.573
2121,1620295699984,-0.09,-0.544,-0.54
2122,1620295700046,-0.04,-0.561,-0.56
2123,1620295700100,-0.1,-0.552,-0.54
2124,1620295700162,0.01,-0.541,-0.576
2125,1620295700220,0.03,-0.592,-0.58
2126,1620295700278,-0.1,-0.567,-0.538
2127,1620295700336,-0.01,-0.544,-0.566
2128,1620295700394,-0.07,-0.552,-0.554
2129,1620295700451,-0.04,-0.548,-0.565
2130,1620295700509,0.05,-0.587,-0.582
2131,1620295700569,-0.06,-0.576,-0.556
2132,1620295700627,-0.01,-0.546,-0.565
2133,1620295700682,-0.07,-0.56,-0.55
2134,1620295700733,-0.12,-0.541,-0.544
2135,1620295700800,0.05,-0.57,-0.583
2136,1620295700852,-0.07,-0.576,-0.562
2137,1620295700915,-0.05,-0.543,-0.565
2138,1620295700968,-0.02,-0.577,-0.552
2139,1620295701032,-0.1,-0.543,-0.541
2140,1620295701091,0.01,-0.561,-0.576
2141,1620295701150,-0.06,-0.584,-0.571
2142,1620295701208,-0.02,-0.549,-0.563
2143,1620295701267,-0.04,-0.576,-0.555
2144,1620295701321,-0.1,-0.55,-0.528
2145,1620295701382,0.0,-0.545,-0.572
2146,1620295701439,0.02,-0.582,-0.577
2147,1620295701497,-0.05,-0.551,-0.563
2148,1620295701555,-0.02,-0.565,-0.575
2149,1620295701612,-0.13,-0.546,-0.545
2150,1620295701669,-0.01,-0.54,-0.563
2151,1620295701730,0.05,-0.579,-0.571
2152,1620295701788,-0.07,-0.582,-0.555
2153,1620295701845,0.06,-0.567,-0.583
2154,1620295701904,-0.13,-0.55,-0.546
2155,1620295701962,-0.06,-0.539,-0.548
2156,1620295702020,-0.01,-0.569,-0.562
2157,1620295702080,-0.03,-0.571,-0.552
2158,1620295702136,0.02,-0.537,-0.561
2159,1620295702194,-0.05,-0.535,-0.547
2160,1620295702253,-0.12,-0.504,-0.522
2161,1620295702310,0.01,-0.526,-0.565
2162,1620295702368,-0.05,-0.539,-0.541
2163,1620295702415,0.0,-0.558,-0.577
2164,1620295702482,-0.03,-0.573,-0.555
2165,1620295702537,-0.09,-0.536,-0.538
2166,1620295702600,0.02,-0.552,-0.585
2167,1620295702658,-0.02,-0.586,-0.573
2168,1620295702716,-0.03,-0.548,-0.563
2169,1620295702769,-0.01,-0.573,-0.561
2170,1620295702832,-0.13,-0.553,-0.535
2171,1620295702882,0.0,-0.543,-0.572
2172,1620295702947,0.02,-0.581,-0.578
2173,1620295702998,-0.06,-0.562,-0.562
2174,1620295703063,0.0,-0.561,-0.575
2175,1620295703116,-0.14,-0.55,-0.546
2176,1620295703179,-0.02,-0.54,-0.573
2177,1620295703233,0.06,-0.58,-0.573
2178,1620295703283,-0.06,-0.574,-0.55
2179,1620295703349,-0.01,-0.554,-0.574
2180,1620295703399,-0.12,-0.557,-0.549
2181,1620295703463,-0.09,-0.536,-0.545
2182,1620295703523,0.0,-0.572,-0.575
2183,1620295703586,-0.02,-0.579,-0.558
2184,1620295703634,0.0,-0.556,-0.571
2185,1620295703700,0.0,-0.577,-0.547
2186,1620295703750,-0.1,-0.555,-0.547
2187,1620295703816,0.07,-0.58,-0.588
2188,1620295703869,-0.06,-0.568,-0.572
2189,1620295703933,-0.09,-0.545,-0.555
2190,1620295703983,-0.03,-0.562,-0.557
2191,1620295704050,-0.1,-0.55,-0.531
2192,1620295704100,0.08,-0.56,-0.585
2193,1620295704164,0.0,-0.586,-0.573
2194,1620295704216,-0.12,-0.55,-0.541
2195,1620295704281,-0.02,-0.554,-0.563
2196,1620295704338,-0.12,-0.557,-0.542
2197,1620295704397,0.03,-0.544,-0.576
2198,1620295704453,0.0,-0.59,-0.577
2199,1620295704501,-0.1,-0.555,-0.542
2200,1620295704568,0.0,-0.537,-0.573
2201,1620295704623,-0.03,-0.569,-0.565
2202,1620295704686,-0.03,-0.55,-0.572
2203,1620295704733,0.0,-0.589,-0.58
2204,1620295704798,-0.09,-0.554,-0.539
2205,1620295704850,-0.03,-0.542,-0.56
2206,1620295704917,0.0,-0.569,-0.561
2207,1620295704971,-0.07,-0.556,-0.562
2208,1620295705032,0.07,-0.576,-0.591
2209,1620295705082,-0.13,-0.557,-0.546
2210,1620295705150,-0.1,-0.536,-0.549
2211,1620295705201,0.01,-0.564,-0.56
2212,1620295705265,-0.02,-0.572,-0.556
2213,1620295705317,0.05,-0.571,-0.578
2214,1620295705381,-0.06,-0.563,-0.556
2215,1620295705433,-0.13,-0.535,-0.54
2216,1620295705497,-0.03,-0.555,-0.562
2217,1620295705549,-0.04,-0.57,-0.552
2218,1620295705613,0.07,-0.556,-0.582
2219,1620295705666,0.0,-0.587,-0.566
2220,1620295705729,-0.12,-0.536,-0.532
2221,1620295705781,0.02,-0.553,-0.574
2222,1620295705833,-0.02,-0.582,-0.577
2223,1620295705897,-0.01,-0.551,-0.576
2224,1620295705951,-0.02,-0.578,-0.565
2225,1620295706016,-0.1,-0.551,-0.531
2226,1620295706072,-0.01,-0.542,-0.563
2227,1620295706134,-0.02,-0.568,-0.563
2228,1620295706182,-0.04,-0.558,-0.567
2229,1620295706249,0.05,-0.583,-0.582
2230,1620295706304,-0.12,-0.553,-0.543
2231,1620295706368,-0.02,-0.536,-0.561
2232,1620295706417,-0.02,-0.565,-0.556
2233,1620295706482,-0.12,-0.551,-0.553
2234,1620295706534,0.08,-0.58,-0.588
2235,1620295706599,-0.12,-0.567,-0.555
2236,1620295706649,-0.07,-0.538,-0.546
2237,1620295706714,-0.03,-0.564,-0.547
2238,1620295706773,-0.04,-0.558,-0.542
2239,1620295706831,0.07,-0.562,-0.587
2240,1620295706887,-0.03,-0.591,-0.57
2241,1620295706949,-0.09,-0.544,-0.55
2242,1620295707005,-0.04,-0.568,-0.558
2243,1620295707063,-0.09,-0.556,-0.541
2244,1620295707114,0.03,-0.551,-0.577
2245,1620295707181,0.02,-0.597,-0.575
2246,1620295707234,-0.12,-0.551,-0.539
2247,1620295707297,-0.01,-0.551,-0.571
2248,1620295707348,-0.1,-0.545,-0.547
2249,1620295707414,-0.03,-0.546,-0.576
2250,1620295707465,0.05,-0.588,-0.578
2251,1620295707529,-0.09,-0.57,-0.545
2252,1620295707583,0.0,-0.549,-0.571
2253,1620295707645,-0.07,-0.552,-0.557
2254,1620295707698,-0.07,-0.551,-0.556
2255,1620295707750,0.07,-0.562,-0.588
2256,1620295707820,-0.07,-0.567,-0.555
2257,1620295707878,-0.02,-0.537,-0.561
2258,1620295707931,-0.01,-0.571,-0.551
2259,1620295707994,-0.09,-0.542,-0.547
2260,1620295708048,0.05,-0.568,-0.582
2261,1620295708097,-0.06,-0.579,-0.567
2262,1620295708165,-0.05,-0.545,-0.556
2263,1620295708219,-0.04,-0.575,-0.549
2264,1620295708281,-0.09,-0.547,-0.532
2265,1620295708336,0.06,-0.556,-0.583
2266,1620295708397,0.0,-0.589,-0.573
2267,1620295708451,-0.12,-0.548,-0.547
2268,1620295708514,-0.03,-0.565,-0.564
2269,1620295708565,-0.12,-0.551,-0.533
2270,1620295708632,0.01,-0.553,-0.569
2271,1620295708683,0.05,-0.587,-0.582
2272,1620295708748,-0.12,-0.561,-0.543
2273,1620295708798,0.01,-0.545,-0.573
2274,1620295708863,-0.09,-0.551,-0.559
2275,1620295708914,-0.01,-0.551,-0.573
2276,1620295708979,0.03,-0.578,-0.584
2277,1620295709031,-0.1,-0.567,-0.537
2278,1620295709094,0.0,-0.539,-0.562
2279,1620295709151,0.0,-0.576,-0.565
2280,1620295709199,-0.05,-0.566,-0.561
2281,1620295709266,0.02,-0.572,-0.592
2282,1620295709315,-0.1,-0.553,-0.541
2283,1620295709383,-0.1,-0.531,-0.549
2284,1620295709432,0.0,-0.574,-0.566
2285,1620295709499,-0.02,-0.572,-0.56
2286,1620295709548,0.01,-0.566,-0.588
2287,1620295709615,-0.03,-0.562,-0.554
2288,1620295709663,-0.14,-0.539,-0.544
2289,1620295709731,0.02,-0.565,-0.583
2290,1620295709783,-0.04,-0.574,-0.563
2291,1620295709847,0.0,-0.557,-0.571
2292,1620295709899,-0.02,-0.578,-0.55
2293,1620295709963,-0.12,-0.547,-0.537
2294,1620295710020,0.05,-0.551,-0.581
2295,1620295710078,-0.04,-0.576,-0.569
2296,1620295710130,-0.03,-0.559,-0.562
2297,1620295710195,-0.03,-0.576,-0.558
2298,1620295710250,-0.1,-0.555,-0.533
2299,1620295710311,0.0,-0.54,-0.57
2300,1620295710367,0.01,-0.588,-0.578
2301,1620295710415,-0.06,-0.553,-0.551
2302,1620295710485,-0.01,-0.561,-0.575
2303,1620295710530,-0.13,-0.549,-0.538
2304,1620295710598,-0.03,-0.538,-0.563
2305,1620295710648,0.05,-0.58,-0.571
2306,1620295710714,-0.06,-0.569,-0.552
2307,1620295710762,0.03,-0.569,-0.582
2308,1620295710832,-0.09,-0.553,-0.545
2309,1620295710881,-0.1,-0.537,-0.546
2310,1620295710948,0.03,-0.572,-0.577
2311,1620295710997,-0.03,-0.576,-0.562
2312,1620295711064,0.01,-0.548,-0.577
2313,1620295711116,-0.02,-0.57,-0.548
2314,1620295711180,-0.1,-0.545,-0.541
2315,1620295711238,0.02,-0.563,-0.578
2316,1620295711295,-0.06,-0.576,-0.561
2317,1620295711353,-0.03,-0.545,-0.556
2318,1620295711413,-0.04,-0.579,-0.548
2319,1620295711471,-0.1,-0.547,-0.531
2320,1620295711528,0.06,-0.542,-0.582
2321,1620295711585,0.0,-0.585,-0.575
2322,1620295711644,-0.1,-0.552,-0.553
2323,1620295711700,-0.04,-0.566,-0.562
2324,1620295711761,-0.1,-0.547,-0.539
2325,1620295711818,0.0,-0.546,-0.571
2326,1620295711875,0.03,-0.599,-0.571
2327,1620295711933,-0.1,-0.557,-0.542
2328,1620295711991,0.01,-0.551,-0.569
2329,1620295712049,-0.12,-0.547,-0.552
2330,1620295712105,-0.04,-0.549,-0.572
2331,1620295712165,0.03,-0.58,-0.585
2332,1620295712214,-0.1,-0.565,-0.548
2333,1620295712281,-0.01,-0.54,-0.56
2334,1620295712329,-0.05,-0.563,-0.558
2335,1620295712398,-0.07,-0.549,-0.553
2336,1620295712455,0.05,-0.575,-0.587
2337,1620295712514,-0.09,-0.581,-0.551
2338,1620295712570,-0.05,-0.54,-0.56
2339,1620295712631,-0.02,-0.573,-0.55
2340,1620295712681,-0.09,-0.539,-0.542
2341,1620295712745,0.06,-0.567,-0.588
2342,1620295712797,-0.04,-0.583,-0.572
2343,1620295712863,-0.05,-0.546,-0.56
2344,1620295712916,-0.03,-0.58,-0.556
2345,1620295712980,-0.13,-0.542,-0.535
2346,1620295713032,0.02,-0.544,-0.58
2347,1620295713093,0.02,-0.585,-0.577
2348,1620295713148,-0.09,-0.555,-0.547
2349,1620295713210,-0.02,-0.563,-0.569
2350,1620295713263,-0.12,-0.547,-0.541
2351,1620295713313,0.02,-0.545,-0.568
2352,1620295713381,0.02,-0.581,-0.579
2353,1620295713442,-0.1,-0.567,-0.542
2354,1620295713497,0.0,-0.551,-0.571
2355,1620295713557,-0.05,-0.562,-0.56
2356,1620295713615,-0.03,-0.552,-0.566
2357,1620295713667,0.01,-0.582,-0.583
2358,1620295713729,-0.07,-0.571,-0.548
2359,1620295713778,-0.02,-0.54,-0.562
2360,1620295713848,-0.03,-0.568,-0.551
2361,1620295713898,-0.09,-0.543,-0.552
2362,1620295713964,0.06,-0.574,-0.591
2363,1620295714021,-0.07,-0.563,-0.56
2364,1620295714080,-0.07,-0.54,-0.56
2365,1620295714132,-0.02,-0.572,-0.551
2366,1620295714196,-0.1,-0.545,-0.54
2367,1620295714247,0.05,-0.562,-0.585
2368,1620295714313,-0.02,-0.583,-0.576
2369,1620295714370,-0.04,-0.565,-0.563
2370,1620295714430,-0.02,-0.562,-0.562
2371,1620295714485,-0.13,-0.553,-0.533
2372,1620295714545,0.01,-0.542,-0.572
2373,1620295714596,0.01,-0.58,-0.581
2374,1620295714660,-0.07,-0.558,-0.549
2375,1620295714713,-0.02,-0.558,-0.578
2376,1620295714777,-0.14,-0.552,-0.544
2377,1620295714831,-0.01,-0.536,-0.564
2378,1620295714892,0.05,-0.583,-0.574
2379,1620295714950,-0.05,-0.576,-0.551
2380,1620295715008,0.02,-0.554,-0.583
2381,1620295715067,-0.07,-0.555,-0.555
2382,1620295715125,-0.09,-0.527,-0.551
